Time,wb_x_vel,base_x_vel_flt,arm_x_vel_syn,x_wb,x_hat,x_des_w,dx_hat
1.290035,0.1,0.04967918,0.04967918,-0.07830798,0.0687736499432462,0.0770000000000001,0.0935609800084901
1.299999,0.1,0.0496928,0.0496928,-0.07771885,0.0696625298294781,0.0780000000000001,0.0888879886231858
1.309991,0.1,0.04970553,0.04970553,-0.07608115,0.0704969350005959,0.0790000000000001,0.0834405171117816
1.31999,0.1,0.04971878,0.04971878,-0.075477,0.0713915974432614,0.0800000000000001,0.0894662442665485
1.330026,0.1,0.049732,0.049732,-0.07429849,0.0722808494277292,0.0810000000000001,0.0889251984467883
1.340035,0.1,0.04974539,0.04974539,-0.07344615,0.0731972754000426,0.0820000000000001,0.0916425972313408
1.350028,0.1,0.04975879,0.04975879,-0.07166278,0.0741176372782822,0.0830000000000001,0.0920361878239526
1.359992,0.1,0.04977205,0.04977205,-0.07068884,0.0751307705525716,0.0840000000000001,0.101313327428942
1.369993,0.1,0.04978507,0.04978507,-0.06996023,0.0761798382194392,0.0850000000000001,0.104906766686756
1.379993,0.1,0.04979776,0.04979776,-0.06901299,0.0772091186924103,0.0860000000000001,0.102928047297116
1.390041,0.1,0.0498072,0.0498072,-0.06807315,0.0782191320958596,0.0870000000000001,0.101001340344928
1.399999,0.1,0.04981678,0.04981678,-0.06718075,0.0792114128022693,0.0880000000000001,0.0992280706409659
1.410025,0.1,0.04982637,0.04982637,-0.06519377,0.0801834963184952,0.0890000000000001,0.0972083516225961
1.419992,0.1,0.04983587,0.04983587,-0.06464969,0.0812536913781868,0.0900000000000001,0.107019505969159
1.429992,0.1,0.04984248,0.04984248,-0.06464969,0.0823099867722894,0.0910000000000001,0.105629539410259
1.440032,0.1,0.04984524,0.04984524,-0.06464969,0.0832452832786234,0.0920000000000001,0.0935296506333994
1.449999,0.1,0.04984507,0.04984507,-0.06183397,0.0840245914885649,0.0930000000000001,0.0779308209941464
1.459994,0.1,0.04984562,0.04984562,-0.06043684,0.0849506767067195,0.0940000000000001,0.0926085218154682
1.470025,0.1,0.04984636,0.04984636,-0.05978023,0.0859917457866888,0.0950000000000001,0.104106907996923
1.479993,0.1,0.0498485,0.0498485,-0.05882251,0.0870417135784313,0.0960000000000001,0.104996779174254
1.490027,0.1,0.04985175,0.04985175,-0.05807125,0.0880841817312036,0.0970000000000001,0.10424681527723
1.500033,0.1,0.04985586,0.04985586,-0.05672776,0.0890904844755963,0.0980000000000001,0.100630274439265
1.509995,0.1,0.04986064,0.04986064,-0.0557059,0.0901150911341737,0.0990000000000001,0.102460665857739
1.520024,0.1,0.0498659,0.0498659,-0.05493914,0.0911460492943569,0.1,0.103095816018327
1.529993,0.1,0.0498715,0.0498715,-0.05493914,0.0921499775976559,0.101,0.100392830329894
1.540026,0.1,0.0498773,0.0498773,-0.0533775,0.0930326947900856,0.102,0.0882717192429788
1.550001,0.1,0.04988286,0.04988286,-0.05251276,0.0939322815532122,0.103,0.0899586763126534
1.559997,0.1,0.04988853,0.04988853,-0.05092513,0.0948343303489473,0.104,0.0902048795735099
1.570025,0.1,0.04989424,0.04989424,-0.05018532,0.0958095151426625,0.105,0.0975184793715201
1.580028,0.1,0.04989991,0.04989991,-0.04922854,0.0967908582861213,0.106,0.0981343143458868
1.589993,0.1,0.04990552,0.04990552,-0.04813587,0.0977708246233599,0.107,0.0979966337238564
1.600027,0.1,0.049911,0.049911,-0.04813587,0.0987607300668242,0.108,0.0989905443464318
1.610023,0.1,0.04991633,0.04991633,-0.0463618,0.0996475629778834,0.109,0.0886832911059193
1.620025,0.1,0.04992144,0.04992144,-0.04461157,0.100581720313625,0.11,0.0934157335741132
1.629995,0.1,0.04992437,0.04992437,-0.0437628,0.101623101656078,0.111,0.104138134245364
1.639994,0.1,0.04992749,0.04992749,-0.04290091,0.102690439282762,0.112,0.106733762668385
1.650028,0.1,0.04993075,0.04993075,-0.04123389,0.103745793814038,0.113,0.105535453127637
1.660001,0.1,0.04993408,0.04993408,-0.04123389,0.104859639773747,0.114,0.111384595970838
1.669998,0.1,0.04993743,0.04993743,-0.03957712,0.105878769948548,0.115,0.101913017480155
1.679995,0.1,0.04994078,0.04994078,-0.03914296,0.106922046057826,0.116,0.104327610927773
1.689991,0.1,0.04994408,0.04994408,-0.03803717,0.107909332354443,0.117,0.0987286296616647
1.700002,0.1,0.04994689,0.04994689,-0.03646456,0.108882622549639,0.118,0.0973290195196743
1.709998,0.1,0.04994971,0.04994971,-0.03570019,0.109912303928321,0.119,0.102968137868112
1.719992,0.1,0.0499522,0.0499522,-0.03496205,0.110937327844161,0.12,0.102502391584077
1.729991,0.1,0.04995469,0.04995469,-0.03411137,0.111927953738729,0.121,0.0990625894568022
1.739992,0.1,0.0499558,0.0499558,-0.03411137,0.112886604282323,0.122,0.0958650543593165
1.749991,0.1,0.04995713,0.04995713,-0.03186189,0.113726739833121,0.123,0.08401355507985
1.760006,0.1,0.04995864,0.04995864,-0.03186189,0.114663245672004,0.124,0.0936505838882871
1.769995,0.1,0.04995973,0.04995973,-0.03079759,0.115541325404948,0.125,0.0878079732943791
1.779991,0.1,0.04996001,0.04996001,-0.02918946,0.1164117345575,0.126,0.0870409152552606
1.789992,0.1,0.04995808,0.04995808,-0.02850925,0.117356358368028,0.127,0.0944623810527783
1.79999,0.1,0.04995582,0.04995582,-0.02667915,0.118304562582298,0.128,0.0948204214270222
1.809997,0.1,0.04995443,0.04995443,-0.02667915,0.119347358204077,0.129,0.104279562177867
1.819993,0.1,0.04995262,0.04995262,-0.0258609,0.1203193813128,0.13,0.0972023108723418
1.829989,0.1,0.04995164,0.04995164,-0.02406227,0.12124162895706,0.131,0.092224764425934
1.839994,0.1,0.04995132,0.04995132,-0.02326333,0.1222339375472,0.132,0.0992308590140341
1.849991,0.1,0.04995026,0.04995026,-0.02239787,0.123235494612789,0.133,0.100155706558854
1.859999,0.1,0.0499499,0.0499499,-0.02076995,0.124225087960309,0.134,0.098959334752009
1.869999,0.1,0.04995011,0.04995011,-0.01995074,0.125276138138285,0.135,0.105105017797596
1.879994,0.1,0.04995078,0.04995078,-0.01926934,0.126328359112444,0.136,0.105222097415919
1.889997,0.1,0.04995181,0.04995181,-0.01832377,0.127339770435973,0.137,0.101141132352914
1.899994,0.1,0.04995313,0.04995313,-0.01753866,0.128324228827663,0.138,0.0984458391690308
1.91,0.1,0.04995466,0.04995466,-0.01675736,0.129273705864748,0.139,0.0949477037084243
1.919999,0.1,0.04995606,0.04995606,-0.01506268,0.130187985498162,0.14,0.0914279633414819
1.929999,0.1,0.04995762,0.04995762,-0.01425635,0.131168611247223,0.141,0.0980625749060602
1.939994,0.1,0.04995931,0.04995931,-0.01343142,0.132158876491422,0.142,0.0990265244198959
1.949992,0.1,0.04996109,0.04996109,-0.01182329,0.133134239963256,0.143,0.097536347183371
1.959992,0.1,0.04996144,0.04996144,-0.0109862,0.134169166299689,0.144,0.103492633643373
1.969997,0.1,0.04996204,0.04996204,-0.01017987,0.135208078676595,0.145,0.103891237690513
1.979995,0.1,0.04996218,0.04996218,-0.009339445,0.136222271640486,0.146,0.101419296389143
1.989994,0.1,0.04996268,0.04996268,-0.008486383,0.137205180691886,0.147,0.0982909051399575
1.999992,0.1,0.04996304,0.04996304,-0.007680767,0.138158607409932,0.148,0.0953426718046169
